impact_peak_time,event_threshold_mm_h,event_start_mean,event_end_mean,event_duration_hours_above_threshold_mean,peak_hour_start_mean,peak_hour_end_mean,peak_1h_mean_mm_h,rain_at_17_00_mean_mm_h,rain_17_00_to_19_00_mean_mm,rain_16_00_to_19_00_mean_mm,rain_2h_before_impact_peak_mean_mm,rain_3h_before_impact_peak_mean_mm,total_event_mean_mm,event_start_p90,event_end_p90,event_duration_hours_above_threshold_p90,peak_hour_start_p90,peak_hour_end_p90,peak_1h_p90_mm_h,rain_at_17_00_p90_mm_h,rain_17_00_to_19_00_p90_mm,rain_16_00_to_19_00_p90_mm,rain_2h_before_impact_peak_p90_mm,rain_3h_before_impact_peak_p90_mm,total_event_p90_mm
2024-06-25 19:00:00,2,2024-06-25 16:00:00,2024-06-25 19:00:00,3,2024-06-25 17:00:00,2024-06-25 18:00:00,48.535606,48.535606,66.35416,68.91589,66.35416,68.91589,71.27185,2024-06-25 16:00:00,2024-06-25 20:00:00,4,2024-06-25 17:00:00,2024-06-25 18:00:00,59.851753,59.851753,80.28842,85.42188,80.28842,85.42188,89.46333
